observationUnitName,germplasmDbId,observationVariableDbId,germplasmName,value,observationDbId,collector,uploadedBy,studyDbId,observationVariableName,observationUnitDbId,observationTimeStamp
CornellMaster_2008_Ketola_PIONEER25W43-287_288,232768,84527,PIONEER25W43-287,4366.366213,2364981,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224415,NA
CornellMaster_2008_Ketola_PIONEERVAR25W41-266_268,225815,84527,PIONEERVAR25W41-266,4897.016311,2364983,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224355,NA
CornellMaster_2008_Ketola_PRIDE_OF_GENESEE_23,235469,84527,PRIDE_OF_GENESEE,3784.387556,2364985,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224153,NA
CornellMaster_2008_Ketola_PURCELL_39,228536,84527,PURCELL,4890.421723,2364987,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224451,NA
CornellMaster_2008_Ketola_RICHLAND_1,234510,84527,RICHLAND,4547.184461,2364989,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224511,NA
CornellMaster_2008_Ketola_RURAL_NEW_YORKER_24,223572,84527,RURAL_NEW_YORKER,3901.483734,2364991,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224202,NA
CornellMaster_2008_Ketola_SARANAC_275,223863,84527,SARANAC,4794.667059,2364993,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224394,NA
CornellMaster_2008_Ketola_STEPHENS_28,224656,84527,STEPHENS,4783.853986,2364995,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224251,NA
CornellMaster_2008_Ketola_SUPERIOR_5,232425,84527,SUPERIOR,5128.141905,2364997,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224267,NA
CornellMaster_2008_Ketola_SUSQUEHANNA_38,229693,84527,SUSQUEHANNA,4734.198734,2364999,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224345,NA
CornellMaster_2008_Ketola_TICONDEROGA_37,235086,84527,TICONDEROGA,4885.168545,2365001,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224487,NA
CornellMaster_2008_Ketola_U1254-4-9-5_29,235097,84527,U1254-4-9-5,4530.261666,2365003,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224322,NA
CornellMaster_2008_Ketola_U1266-4-11-6_30,229773,84527,U1266-4-11-6,4483.984543,2365005,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224510,NA
CornellMaster_2008_Ketola_U1273-5-18-8_31,234466,84527,U1273-5-18-8,4389.778402,2365007,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224241,NA
CornellMaster_2008_Ketola_VALPRIZE_33,239719,84527,VALPRIZE,4770.296131,2365009,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224374,NA
CornellMaster_2008_Ketola_VERMONT_WINTER_REEDS_25,224679,84527,VERMONT_WINTER_REEDS,4571.634939,2365011,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224340,NA
CornellMaster_2008_Ketola_YORKSTAR_36,234458,84527,YORKSTAR,4823.286969,2365013,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224457,NA
CornellMaster_2008_Ketola_YORKWIN_32,233480,84527,YORKWIN,4159.58109,2365015,cbirkett,cbirkett,7771,Grain yield - kg/ha|CO_321:0001218,1224305,NA
CornellMaster_2008_Snyder_AMERICAN_BANNER_13,232031,84527,AMERICAN_BANNER,5168.772793,2393567,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124846,NA
CornellMaster_2008_Snyder_ARROW_35,224002,84527,ARROW,5401.885138,2393569,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124710,NA
CornellMaster_2008_Snyder_AVON_34,226190,84527,AVON,4960.581424,2393571,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124701,NA
CornellMaster_2008_Snyder_BATAVIA_40,238910,84527,BATAVIA,5416.988982,2393573,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124800,NA
CornellMaster_2008_Snyder_CAL4PHS-6-271_273,223212,84527,CAL4PHS-6-271,5655.759113,2393576,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124882,NA
CornellMaster_2008_Snyder_CALEDONIA_2,239336,84527,CALEDONIA,5984.751734,2393578,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124968,NA
CornellMaster_2008_Snyder_CALEDONIA_RESELECT-L-263_265,223263,84527,CALEDONIA_RESELECT-L-263,5555.583004,2393580,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124717,NA
CornellMaster_2008_Snyder_CAYUGA_3,228481,84527,CAYUGA,5413.882088,2393582,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124819,NA
CornellMaster_2008_Snyder_CORNELL595_8,225452,84527,CORNELL595,5219.963496,2393584,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124722,NA
CornellMaster_2008_Snyder_DAWSONGOLDENCHAFF_14,219401,84527,DAWSONGOLDENCHAFF,5079.997949,2393586,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125015,NA
CornellMaster_2008_Snyder_E0028-268_270,228017,84527,E0028-268,5740.614783,2393588,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124972,NA
CornellMaster_2008_Snyder_FORWARD_9,224059,84527,FORWARD,5278.064269,2393590,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124934,NA
CornellMaster_2008_Snyder_FULCASTER4862_15,239653,84527,FULCASTER4862,5084.059965,2393592,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124695,NA
CornellMaster_2008_Snyder_GENESEE_10,235651,84527,GENESEE,5044.464307,2393594,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124798,NA
CornellMaster_2008_Snyder_GENESEE_GIANT_16,224798,84527,GENESEE_GIANT,5109.130021,2393596,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124887,NA
CornellMaster_2008_Snyder_GENEVA_4,238323,84527,GENEVA,5453.853401,2393598,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124969,NA
CornellMaster_2008_Snyder_GOLDCOIN_17,225957,84527,GOLDCOIN,4918.96948,2393600,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124834,NA
CornellMaster_2008_Snyder_GOLDEN_18,232686,84527,GOLDEN,4758.81026,2393602,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124779,NA
CornellMaster_2008_Snyder_GRANDPRIZE_19,223293,84527,GRANDPRIZE,4949.245745,2393604,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124943,NA
CornellMaster_2008_Snyder_HONOR_11,230253,84527,HONOR,4908.81031,2393606,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124775,NA
CornellMaster_2008_Snyder_HOPKINS_6,238041,84527,HOPKINS,5665.592122,2393608,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125021,NA
CornellMaster_2008_Snyder_HOUSER_12,223347,84527,HOUSER,5580.00217,2393610,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124826,NA
CornellMaster_2008_Snyder_JENSEN-262_264,231646,84527,JENSEN-262,5236.397364,2393612,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124898,NA
CornellMaster_2008_Snyder_JONES_FIFE_20,237079,84527,JONES_FIFE,5093.770074,2393614,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124919,NA
CornellMaster_2008_Snyder_LONGBERRY#1_21,239724,84527,LONGBERRY#1,4982.201159,2393616,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124660,NA
CornellMaster_2008_Snyder_MARTIN_22,228035,84527,MARTIN,4851.431048,2393618,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125033,NA
CornellMaster_2008_Snyder_MEDINA-264_266,219168,84527,MEDINA-264,5857.287849,2393620,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124888,NA
CornellMaster_2008_Snyder_NY03015-385_382,225649,84527,NY03015-385,5782.468156,2393622,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124739,NA
CornellMaster_2008_Snyder_NY03084-388_385,232338,84527,NY03084-388,5286.301154,2393624,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124809,NA
CornellMaster_2008_Snyder_NY03084-389_386,226892,84527,NY03084-389,5160.084551,2393626,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124690,NA
CornellMaster_2008_Snyder_NY03085-390_387,222916,84527,NY03085-390,5793.080637,2393628,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125047,NA
CornellMaster_2008_Snyder_NY03086-392_389,236508,84527,NY03086-392,5372.324937,2393630,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124833,NA
CornellMaster_2008_Snyder_NY03086-393_390,229287,84527,NY03086-393,5370.955546,2393632,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125045,NA
CornellMaster_2008_Snyder_NY03089-394_391,234960,84527,NY03089-394,5625.041248,2393634,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124897,NA
CornellMaster_2008_Snyder_NY03143-397_394,233368,84527,NY03143-397,5207.791341,2393636,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124953,NA
CornellMaster_2008_Snyder_NY03179FHB-10-272_274,238696,84527,NY03179FHB-10-272,5485.868745,2393638,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124946,NA
CornellMaster_2008_Snyder_NY103-208-7263-275_276,221654,84527,NY103-208-7263-275,5291.430279,2393640,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124926,NA
CornellMaster_2008_Snyder_NY103-72-7179-276_277,227259,84527,NY103-72-7179-276,5685.928561,2393642,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124838,NA
CornellMaster_2008_Snyder_NY6432-10_26,235932,84527,NY6432-10,5476.676594,2393644,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124863,NA
CornellMaster_2008_Snyder_NY6432-18_27,219570,84527,NY6432-18,5393.798496,2393646,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124692,NA
CornellMaster_2008_Snyder_NY88044-296_294,228789,84527,NY88044-296,5172.554637,2393648,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125004,NA
CornellMaster_2008_Snyder_NY88044-297_295,224484,84527,NY88044-297,5106.651162,2393650,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124877,NA
CornellMaster_2008_Snyder_NY88044-298_296,231295,84527,NY88044-298,5372.792619,2393652,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124792,NA
CornellMaster_2008_Snyder_NY92039-9065-265_267,226490,84527,NY92039-9065-265,5474.374512,2393654,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124907,NA
CornellMaster_2008_Snyder_NY93237SP-100_102,229288,84527,NY93237SP-100,5404.624821,2393656,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124883,NA
CornellMaster_2008_Snyder_NY93237SP-40_43,232657,84527,NY93237SP-40,5182.199193,2393658,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124757,NA
CornellMaster_2008_Snyder_NY93237SP-53_56,239179,84527,NY93237SP-53,5300.230796,2393660,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124698,NA
CornellMaster_2008_Snyder_NY93246SP-6093_87,219869,84527,NY93246SP-6093,5458.467392,2393663,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124984,NA
CornellMaster_2008_Snyder_NY93285-7110-269_271,235587,84527,NY93285-7110-269,5292.342232,2393665,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124804,NA
CornellMaster_2008_Snyder_NY93285-9161-267_269,239011,84527,NY93285-9161-267,5060.823931,2393667,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124719,NA
CornellMaster_2008_Snyder_NY93301-52_55,222958,84527,NY93301-52,5503.155878,2393669,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124884,NA
CornellMaster_2008_Snyder_NY93301-72_74,220096,84527,NY93301-72,5398.572495,2393671,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125025,NA
CornellMaster_2008_Snyder_NY93306-83_85,227224,84527,NY93306-83,4962.113613,2393673,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124990,NA
CornellMaster_2008_Snyder_NY93308-81_83,231855,84527,NY93308-81,5495.988514,2393675,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124832,NA
CornellMaster_2008_Snyder_NY94024-114_116,225987,84527,NY94024-114,5347.840928,2393677,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124766,NA
CornellMaster_2008_Snyder_NY94024-161_163,228516,84527,NY94024-161,5266.031874,2393679,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125031,NA
CornellMaster_2008_Snyder_NY94024-190_192,238617,84527,NY94024-190,5500.934086,2393681,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124751,NA
CornellMaster_2008_Snyder_NY94024-49_52,225767,84527,NY94024-49,5469.844905,2393683,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124781,NA
CornellMaster_2008_Snyder_NY94025-101_103,230304,84527,NY94025-101,5467.141944,2393685,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124747,NA
CornellMaster_2008_Snyder_NY94025-105_107,220324,84527,NY94025-105,5109.266591,2393687,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124845,NA
CornellMaster_2008_Snyder_NY94025-116_118,230756,84527,NY94025-116,5439.632679,2393689,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124867,NA
CornellMaster_2008_Snyder_NY94025-121_123,225729,84527,NY94025-121,5708.087515,2393691,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125008,NA
CornellMaster_2008_Snyder_NY94025-136_138,219580,84527,NY94025-136,5581.609152,2393693,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124915,NA
CornellMaster_2008_Snyder_NY94025-155_157,239372,84527,NY94025-155,5388.814268,2393695,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124808,NA
CornellMaster_2008_Snyder_NY94025-183_185,232429,84527,NY94025-183,5304.417823,2393697,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124822,NA
CornellMaster_2008_Snyder_NY94025-184_186,220039,84527,NY94025-184,5148.513197,2393699,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124713,NA
CornellMaster_2008_Snyder_NY94025-200_202,235038,84527,NY94025-200,4951.784449,2393701,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124709,NA
CornellMaster_2008_Snyder_NY94025-3243-91_93,230731,84527,NY94025-3243-91,5584.188062,2393703,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125038,NA
CornellMaster_2008_Snyder_NY94025-41_44,220818,84527,NY94025-41,5453.902144,2393705,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124711,NA
CornellMaster_2008_Snyder_NY94025-55_58,234693,84527,NY94025-55,5545.574462,2393707,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124828,NA
CornellMaster_2008_Snyder_NY94025-63_65,227602,84527,NY94025-63,5362.284649,2393709,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124693,NA
CornellMaster_2008_Snyder_NY94025-66_68,235195,84527,NY94025-66,5662.295027,2393711,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124706,NA
CornellMaster_2008_Snyder_NY94025-70_72,225550,84527,NY94025-70,5465.103221,2393713,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124742,NA
CornellMaster_2008_Snyder_NY94025-75_77,236782,84527,NY94025-75,5209.064338,2393715,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124726,NA
CornellMaster_2008_Snyder_NY94025-78_80,223752,84527,NY94025-78,5492.289777,2393717,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124916,NA
CornellMaster_2008_Snyder_NY94025-89_91,234732,84527,NY94025-89,5352.621295,2393719,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124735,NA
CornellMaster_2008_Snyder_NY94025-90_92,222372,84527,NY94025-90,5467.144468,2393721,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124732,NA
CornellMaster_2008_Snyder_NY94025-97_99,225264,84527,NY94025-97,5275.93605,2393723,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124680,NA
CornellMaster_2008_Snyder_NY94032-194_196,234317,84527,NY94032-194,5328.128608,2393725,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124856,NA
CornellMaster_2008_Snyder_NY94032-203_205,231247,84527,NY94032-203,5644.320661,2393727,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124821,NA
CornellMaster_2008_Snyder_NY94032-3150-198_200,220235,84527,NY94032-3150-198,5520.608674,2393729,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124794,NA
CornellMaster_2008_Snyder_NY94032-38_41,231815,84527,NY94032-38,5580.250482,2393731,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124858,NA
CornellMaster_2008_Snyder_NY94032-46_49,231927,84527,NY94032-46,5759.832941,2393733,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124998,NA
CornellMaster_2008_Snyder_NY94032-47_50,223992,84527,NY94032-47,5340.853071,2393735,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124745,NA
CornellMaster_2008_Snyder_NY94032-68_70,232939,84527,NY94032-68,5172.989803,2393737,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124839,NA
CornellMaster_2008_Snyder_NY94032-80_82,219349,84527,NY94032-80,5303.420909,2393739,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124912,NA
CornellMaster_2008_Snyder_NY94035-108_110,232276,84527,NY94035-108,5516.733992,2393741,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125046,NA
CornellMaster_2008_Snyder_NY94041-210_212,223008,84527,NY94041-210,5397.109174,2393743,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124736,NA
CornellMaster_2008_Snyder_NY94042-137_139,222228,84527,NY94042-137,5402.309232,2393745,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124930,NA
CornellMaster_2008_Snyder_NY94042-154_156,236345,84527,NY94042-154,5220.184315,2393747,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124829,NA
CornellMaster_2008_Snyder_NY94042-165_167,228376,84527,NY94042-165,5529.898163,2393749,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124886,NA
CornellMaster_2008_Snyder_NY94042-170_172,230507,84527,NY94042-170,5653.374406,2393751,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124862,NA
CornellMaster_2008_Snyder_NY94042-93_95,227405,84527,NY94042-93,5679.266124,2393753,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124960,NA
CornellMaster_2008_Snyder_NY94046-104_106,224666,84527,NY94046-104,5321.928645,2393755,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124714,NA
CornellMaster_2008_Snyder_NY94046-110_112,224473,84527,NY94046-110,5839.25047,2393757,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124987,NA
CornellMaster_2008_Snyder_NY94046-150_152,227793,84527,NY94046-150,5790.765672,2393759,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124925,NA
CornellMaster_2008_Snyder_NY94046-174_176,235249,84527,NY94046-174,5627.796314,2393761,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124889,NA
CornellMaster_2008_Snyder_NY94046-176_178,219805,84527,NY94046-176,5356.614189,2393763,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124685,NA
CornellMaster_2008_Snyder_NY94046-58_60,237442,84527,NY94046-58,5322.820579,2393765,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124696,NA
CornellMaster_2008_Snyder_NY94052-106_108,235599,84527,NY94052-106,5540.621911,2393767,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124952,NA
CornellMaster_2008_Snyder_NY94052-111_113,235257,84527,NY94052-111,5411.243428,2393769,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124812,NA
CornellMaster_2008_Snyder_NY94052-119_121,237263,84527,NY94052-119,5419.924905,2393771,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124758,NA
CornellMaster_2008_Snyder_NY94052-120_122,234216,84527,NY94052-120,5173.505702,2393773,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124830,NA
CornellMaster_2008_Snyder_NY94052-127_129,220567,84527,NY94052-127,5665.180602,2393775,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124899,NA
CornellMaster_2008_Snyder_NY94052-130_132,226364,84527,NY94052-130,5512.315609,2393777,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124906,NA
CornellMaster_2008_Snyder_NY94052-133_135,236263,84527,NY94052-133,5151.108353,2393779,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124708,NA
CornellMaster_2008_Snyder_NY94052-141_143,224960,84527,NY94052-141,5618.195222,2393781,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124939,NA
CornellMaster_2008_Snyder_NY94052-142_144,235986,84527,NY94052-142,5643.907909,2393783,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124927,NA
CornellMaster_2008_Snyder_NY94052-145_147,236796,84527,NY94052-145,5594.519603,2393785,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124949,NA
CornellMaster_2008_Snyder_NY94052-151_153,223039,84527,NY94052-151,5238.483055,2393787,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125017,NA
CornellMaster_2008_Snyder_NY94052-157_159,235054,84527,NY94052-157,5603.659157,2393789,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124964,NA
CornellMaster_2008_Snyder_NY94052-164_166,237930,84527,NY94052-164,5528.138569,2393791,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124767,NA
CornellMaster_2008_Snyder_NY94052-166_168,225707,84527,NY94052-166,5367.518797,2393793,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124675,NA
CornellMaster_2008_Snyder_NY94052-172_174,220951,84527,NY94052-172,5489.714729,2393795,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124688,NA
CornellMaster_2008_Snyder_NY94052-175_177,227799,84527,NY94052-175,5552.217525,2393797,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124805,NA
CornellMaster_2008_Snyder_NY94052-207_209,224580,84527,NY94052-207,5688.713068,2393799,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124778,NA
CornellMaster_2008_Snyder_NY94052-3329-201_203,224134,84527,NY94052-3329-201,5525.815052,2393801,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124849,NA
CornellMaster_2008_Snyder_NY94052-50_53,220515,84527,NY94052-50,5321.882634,2393803,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124807,NA
CornellMaster_2008_Snyder_NY94052-6090_84,238001,84527,NY94052-6090,5901.393852,2393805,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124817,NA
CornellMaster_2008_Snyder_NY94052-65_67,230751,84527,NY94052-65,5562.499621,2393807,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124774,NA
CornellMaster_2008_Snyder_NY94052-77_79,222978,84527,NY94052-77,5291.898622,2393809,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124843,NA
CornellMaster_2008_Snyder_NY94052-79_81,232124,84527,NY94052-79,5628.901996,2393811,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125035,NA
CornellMaster_2008_Snyder_NY94052-84_86,225809,84527,NY94052-84,5343.553393,2393813,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124729,NA
CornellMaster_2008_Snyder_NY94052-95_97,219554,84527,NY94052-95,5160.629147,2393815,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124975,NA
CornellMaster_2008_Snyder_NY94052-98_100,233099,84527,NY94052-98,5474.971058,2393817,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125009,NA
CornellMaster_2008_Snyder_NY94058-118_120,231255,84527,NY94058-118,5628.380875,2393819,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124979,NA
CornellMaster_2008_Snyder_NY94058-124_126,234666,84527,NY94058-124,5365.436347,2393821,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125039,NA
CornellMaster_2008_Snyder_NY94058-147_149,222652,84527,NY94058-147,5517.075596,2393823,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124940,NA
CornellMaster_2008_Snyder_NY94058-149_151,237722,84527,NY94058-149,5443.825756,2393825,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124920,NA
CornellMaster_2008_Snyder_NY94058-168_170,226604,84527,NY94058-168,5716.327979,2393827,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124678,NA
CornellMaster_2008_Snyder_NY94058-6145-135_137,221036,84527,NY94058-6145-135,5800.847799,2393829,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124704,NA
CornellMaster_2008_Snyder_NY94061-112_114,238054,84527,NY94061-112,5791.419433,2393831,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1125024,NA
CornellMaster_2008_Snyder_NY94063-117_119,232146,84527,NY94063-117,5551.86335,2393833,cbirkett,cbirkett,6798,Grain yield - kg/ha|CO_321:0001218,1124748,NA
